make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1050 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,5 speed manual transmission,n.b.,,123 g/km,,"11,5 s",180 km/h,"6,3 l/100km",123 g/km,,"5,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1095 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,6 speed automatic,"7,0 l/100km (2)",,127 g/km,,"12,5 s",180 km/h,"6,6 l/100km",127 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1050 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,5 speed manual transmission,n.b.,,123 g/km,,"11,5 s",180 km/h,"6,3 l/100km",123 g/km,,"5,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1095 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,6 speed automatic,"7,0 l/100km (2)",,127 g/km,,"12,5 s",180 km/h,"6,6 l/100km",127 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1135 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front+rear,"78,0 x 83,0 mm",,,5 speed manual transmission,"7,3 l/100km (1)",,130 g/km,,"12,0 s",180 km/h,"6,5 l/100km",130 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1160 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front+rear,"78,0 x 83,0 mm",,,6 speed automatic,"6,7 l/100km (1)",,131 g/km,,"13,0 s",180 km/h,"6,7 l/100km",131 g/km,,"5,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1135 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front+rear,"78,0 x 83,0 mm",,,5 speed manual transmission,"7,3 l/100km (1)",,130 g/km,,"12,0 s",180 km/h,"6,5 l/100km",130 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1160 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front+rear,"78,0 x 83,0 mm",,,6 speed automatic,"6,7 l/100km (1)",,131 g/km,,"13,0 s",180 km/h,"6,7 l/100km",131 g/km,,"5,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1115 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"73,0 x 82,0 mm",,103,,,,,front,"73,0 x 82,0 mm",,,6 speed manual transmission,n.b.,,121 g/km,,"9,5 s",200 km/h,"6,1 l/100km",121 g/km,,"5,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1135 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"73,0 x 82,0 mm",,103,,,,,front,"73,0 x 82,0 mm",,,6 speed automatic,"6,3 l/100km (2)",,122 g/km,,"9,5 s",200 km/h,"6,2 l/100km",122 g/km,,"5,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1185 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"73,0 x 82,0 mm",,103,,,,,front+rear,"73,0 x 82,0 mm",,,6 speed manual transmission,n.b.,,127 g/km,,"10,2 s",200 km/h,"6,3 l/100km",127 g/km,,"5,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1210 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"73,0 x 82,0 mm",,103,,,,,front+rear,"73,0 x 82,0 mm",,,6 speed automatic,n.b.,,128 g/km,,"10,2 s",200 km/h,"6,4 l/100km",128 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1205 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"92,0 x 90,0 mm",,88,,,,,front,"92,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,106 g/km,,"11,5 s",180 km/h,"4,6 l/100km",106 g/km,,"4,0 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1205 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"92,0 x 90,0 mm",,88,,,,,front,"92,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,106 g/km,,"11,5 s",180 km/h,"4,6 l/100km",106 g/km,,"4,0 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1270 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"92,0 x 90,0 mm",,88,,,,,front+rear,"92,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,111 g/km,,"12,4 s",180 km/h,"4,7 l/100km",111 g/km,,"4,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1270 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"92,0 x 90,0 mm",,88,,,,,front+rear,"92,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,111 g/km,,"12,4 s",180 km/h,"4,7 l/100km",111 g/km,,"4,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1300 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"92,0 x 90,0 mm",,88,,,,,front+rear,"92,0 x 90,0 mm",,,6 speed automatic,n.b.,,118 g/km,,"12,4 s",180 km/h,"5,2 l/100km",118 g/km,,"4,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Talbot,Talbot Tagora,fuel engine,1981,1981,,,"4-doors, sedan",,,4628 mm,1810 mm,1444 mm,,,,1227 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"91,7 x 81,6 mm",,82,,,,,front,"91,7 x 81,6 mm",,,4 speed manual transmission,n.b.,,- g/km,,"12,1 s",166 km/h,- l/100km,- g/km,,"9,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Talbot,Talbot Tagora,fuel engine,1981,1981,,,"4-doors, sedan",,,4628 mm,1810 mm,1444 mm,,,,1231 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"91,7 x 81,6 mm",,82,,,,,front,"91,7 x 81,6 mm",,,5 speed manual transmission,n.b.,,- g/km,,"12,1 s",166 km/h,- l/100km,- g/km,,"9,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Talbot,Talbot Tagora,fuel engine,1981,1981,,,"4-doors, sedan",,,4628 mm,1810 mm,1444 mm,,,,1231 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"91,7 x 81,6 mm",,82,,,,,front,"91,7 x 81,6 mm",,,3 speed automatic,n.b.,,- g/km,,- s,- km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,4-doors,,,,,
Talbot,Talbot Tagora,fuel engine,1981,1981,,,"4-doors, sedan",,,4628 mm,1810 mm,1444 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"88,0 x 73,0 mm",,118,,,,,front,"88,0 x 73,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"9,0 s",194 km/h,- l/100km,- g/km,,"11,9 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Talbot,Talbot Tagora,fuel engine,1981,1981,,,"4-doors, sedan",,,4628 mm,1810 mm,1444 mm,,,,1332 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"94,0 x 83,0 mm",,59,,,,,front,"94,0 x 83,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"17,4 s",149 km/h,- l/100km,- g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2390 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,241,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"6,2 s",210 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,355 km,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2390 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,241,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"6,2 s",225 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,417 km,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2390 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,307,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"5,0 s",250 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,489 km,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2440 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,341,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"3,8 s",250 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,450 km,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2440 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,391,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"3,2 s",250 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,450 km,,
Tesla,Tesla Model X,electric motor,2016,2016,,,"5-doors, suv/crossover",,,5036 mm,2070 mm,1684 mm,,,,2440 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,450,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"3,1 s",250 km/h,,0 g/km,,,air suspension,,,air suspension,,,,5-doors,,,542 km,,
Think,Think City,electric motor,2009,2009,,,"3-doors, hatchback",,,3120 mm,1604 mm,1560 mm,,,,1040 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,34,,,,,front,,,,traploze automatic,,,0 g/km,,- s,115 km/h,,0 g/km,,,coil springs,,,coil springs,,,,3-doors,,,160 km,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,77 g/km,,"10,9 s",180 km/h,"3,1 l/100km",77 g/km,,"4,5 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,77 g/km,,"10,9 s",180 km/h,"3,1 l/100km",77 g/km,,"4,5 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,83 g/km,,"10,9 s",180 km/h,"3,4 l/100km",83 g/km,,"3,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,83 g/km,,"10,9 s",180 km/h,"3,4 l/100km",83 g/km,,"4,9 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,83 g/km,,"10,9 s",180 km/h,"3,4 l/100km",83 g/km,,"4,9 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,83 g/km,,"10,9 s",180 km/h,"3,4 l/100km",83 g/km,,"3,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1285 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,83 g/km,,"10,9 s",180 km/h,"3,4 l/100km",83 g/km,,"3,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Toyota,Toyota Corolla Sedan,hybrid,2019,2019,,,"4-doors, sedan",,,4630 mm,1780 mm,1435 mm,,,,1360 kg,,,,,,,,,,,,,,,,,,,,hybrid,4,,,,,"80,5 x 88,3 mm",,90,,,,,front,"80,5 x 88,3 mm",,,traploze automatic,"4,6 l/100km (3)",,87 g/km,,"10,9 s",180 km/h,"3,6 l/100km",87 g/km,,"5,0 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Triumph,Triumph TR7 Coupe,fuel engine,1979,1979,,,"2-doors, coupé",,,4065 mm,1681 mm,1220 mm,,,,1010 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"90,3 x 78,0 mm",,79,,,,,rear,"90,3 x 78,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"9,8 s",183 km/h,- l/100km,- g/km,,"9,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
TVR,TVR Chimaera,fuel engine,1994,1994,,,"2-doors, convertible",,,4015 mm,1855 mm,1215 mm,,,,1050 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"94,0 x 71,0 mm",,176,,,,,rear,"94,0 x 71,0 mm",,,5 speed manual transmission,n.b.,,287 g/km,,"5,2 s",225 km/h,- l/100km,287 g/km,,"12,0 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
TVR,TVR Chimaera,fuel engine,1994,1994,,,"2-doors, convertible",,,4015 mm,1855 mm,1215 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"94,0 x 90,0 mm",,235,,,,,rear,"94,0 x 90,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"4,4 s",269 km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,2-doors,,,,,
Volkswagen,Volkswagen Caddy Cargo,fuel engine,2020,2020,,,"3-doors, van",,,4500 mm,1855 mm,1856 mm,,,,1445 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,75,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,117 g/km,,- s,157 km/h,"5,7 l/100km",117 g/km,,"4,9 l/100km",leaf springs,,,coil springs,,,,3-doors,,,,,
Volkswagen,Volkswagen Caddy Cargo,fuel engine,2020,2020,,,"3-doors, van",,,4500 mm,1855 mm,1856 mm,,,,1445 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,55,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,117 g/km,,- s,157 km/h,"5,7 l/100km",117 g/km,,"4,9 l/100km",leaf springs,,,coil springs,,,,3-doors,,,,,
Volkswagen,Volkswagen Caddy Cargo,fuel engine,2020,2020,,,"3-doors, van",,,4500 mm,1855 mm,1856 mm,,,,1445 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,75,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,119 g/km,,- s,173 km/h,"5,9 l/100km",119 g/km,,"4,8 l/100km",leaf springs,,,coil springs,,,,3-doors,,,,,
Volkswagen,Volkswagen Caddy Cargo,fuel engine,2020,2020,,,"3-doors, van",,,4500 mm,1855 mm,1856 mm,,,,1447 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,90,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,119 g/km,,- s,185 km/h,"5,9 l/100km",119 g/km,,"4,8 l/100km",leaf springs,,,coil springs,,,,3-doors,,,,,
Volkswagen,Volkswagen Caddy Cargo,fuel engine,2020,2020,,,"3-doors, van",,,4500 mm,1855 mm,1856 mm,,,,1473 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,90,,,,,front,"81,0 x 95,5 mm",,,7 speed automatic with double clutch,n.b.,,120 g/km,,- s,186 km/h,"5,5 l/100km",120 g/km,,"5,1 l/100km",leaf springs,,,coil springs,,,,3-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1748 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"82,0 x 93,2 mm",,210,,,,,front+rear,"82,0 x 93,2 mm",,,6 speed automatic,n.b.,,274 g/km,,"7,5 s",210 km/h,"17,3 l/100km",274 g/km,,"11,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1748 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"82,0 x 93,2 mm",,210,,,,,front+rear,"82,0 x 93,2 mm",,,6 speed automatic,n.b.,,274 g/km,,"7,5 s",210 km/h,"17,3 l/100km",274 g/km,,"11,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1698 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"10,5 s",195 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,"10,0 l/100km (1)",,219 g/km,,"10,9 s",190 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1698 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"10,5 s",195 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,"10,0 l/100km (1)",,219 g/km,,"10,9 s",190 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1698 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"10,5 s",195 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,"10,0 l/100km (1)",,219 g/km,,"10,9 s",190 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1698 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"10,5 s",195 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,120,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,"10,0 l/100km (1)",,219 g/km,,"10,9 s",190 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1701 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"9,5 s",205 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,n.b.,,219 g/km,,"9,9 s",200 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1701 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"9,5 s",205 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,n.b.,,219 g/km,,"9,9 s",200 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
